ID,recycling location name,address,city,zip,countyID,phone,full address,lat,lon
491,Green Earth Recycling,13107 E Valley Blvd,City Of Industry,91746,06037,(818) 523-8778,"13107 E Valley Blvd City Of Industry, CA 91746",34.0517635,-117.9996838
492,Green LA Recycling,1862 E 55Th St,Los Angeles,90058,06037,(818) 726-9331,"1862 E 55Th St Los Angeles, CA 90058",33.9928251,-118.2389011
493,Green LA Recycling,1738 E 14Th St,Los Angeles,90021,06037,(818) 726-9331,"1738 E 14Th St Los Angeles, CA 90021",34.0255561,-118.2400329
494,Green Team Recycling Inc,853 W Arrow Hwy,San Dimas,91773,06037,(818) 334-0934,"853 W Arrow Hwy San Dimas, CA 91773",34.1074616,-117.8238847
495,Green Town Recycling #4,5832 Riverside Dr,Chino,91710,06071,(818) 679-0687,"5832 Riverside Dr Chino, CA 91710",34.0195806,-117.6776765
496,Greenland Recycling,3372 E Gage Ave,Huntington Park,90255-5531,06037,(323) 984-3009,"3372 E Gage Ave Huntington Park, CA 90255-5531",33.9797342,-118.2049277
497,Habitat Recycling,9900 Garvey Ave,El Monte,91733-1230,06037,(310) 650-7443,"9900 Garvey Ave El Monte, CA 91733-1230",34.0617490,-118.0524571
498,Hernandez Recycling,5865 Towne Ave,Los Angeles,90003,06037,(562) 556-0857,"5865 Towne Ave Los Angeles, CA 90003",33.9879941,-118.2676798
499,Hernandez Recycling #2,1145 E 108Th St,Los Angeles,90059,06037,(323) 893-1951,"1145 E 108Th St Los Angeles, CA 90059",33.9384759,-118.2550205
500,Hernandez Recycling Center,5400 S Central Ave,Los Angeles,90011,06037,(323) 893-1951,"5400 S Central Ave Los Angeles, CA 90011",33.9935823,-118.2560660
501,HG Recycling,4242 Park Pl,Baldwin Park,91706,06037,323-7369004,"4242 Park Pl Baldwin Park, CA 91706",34.0897017,-117.9530172
502,HP Recycling Center,8300 Santa Fe Ave,Huntington Park,90255,06037,(310) 278-5464,"8300 Santa Fe Ave Huntington Park, CA 90255",33.9628503,-118.2300250
503,Hullett Enterprise Inc,2810 E Hullett St,Long Beach,90805,06037,(626) 384-0106,"2810 E Hullett St Long Beach, CA 90805",33.8607051,-118.1586901
504,Huntington Beach Recycling,7632 Slater Ave,Huntington Beach,92647,06059,(714) 841-4885,"7632 Slater Ave Huntington Beach, CA 92647",33.7081580,-117.9952371
505,I & R Recycling,1575 E Imperial Hwy,Los Angeles,90059,06037,(323) 500-8346,"1575 E Imperial Hwy Los Angeles, CA 90059",33.9297501,-118.2465996
506,Industry Recycling,15233 E Gale Ave,La Puente,91744,06037,(626) 606-0016,"15233 E Gale Ave La Puente, CA 91744",34.0151249,-117.9740484
507,Inglewood Recycling Center,3200 W Century Blvd,Inglewood,90303,06037,(424) 243-9043,"3200 W Century Blvd Inglewood, CA 90303",33.9442333,-118.3281129
508,Isidoro Rivera Vargas,1575 E Imperial Hwy,Los Angeles,90059,06037,(323) 500-8346,"1575 E Imperial Hwy Los Angeles, CA 90059",33.9297501,-118.2465996
509,JB Recycling,318 N Lemon Ave,Walnut,91789,06037,(818) 634-1641,"318 N Lemon Ave Walnut, CA 91789",34.0188930,-117.8640626
510,JBR #4 Recycling,4157 S Figueroa St,Los Angeles,90011,06037,(323) 204-8308,"4157 S Figueroa St Los Angeles, CA 90011",34.0080132,-118.2830074
511,JBR #5 Recycling,5701 Atlantic Blvd,Maywood,90270,06037,(323) 204-8308,"5701 Atlantic Blvd Maywood, CA 90270",33.9889829,-118.1856853
512,JBR Recycling,11100 S Vermont Ave,Los Angeles,90011,06037,(323) 204-8308,"11100 S Vermont Ave Los Angeles, CA 90011",33.9343281,-118.2912149
513,JBR Recycling #3,10211 S Avalon Blvd,Los Angeles,90003,06037,(323) 204-8308,"10211 S Avalon Blvd Los Angeles, CA 90003",33.9436037,-118.2655055
514,JBR Recycling 2,10404 S Vermont Ave,Los Angeles,90044,06037,(323) 204-8308,"10404 S Vermont Ave Los Angeles, CA 90044",33.9421449,-118.2914040
515,JD Recycling,13426 Osborne St,Arleta,91331,06037,(818) 288-2774,"13426 Osborne St Arleta, CA 91331",34.2422383,-118.4254232
516,JD Recycling,2042 E Palmdale Blvd,Palmdale,93550,06037,(213) 839-0501,"2042 E Palmdale Blvd Palmdale, CA 93550",34.5797642,-118.0928158
517,JD Recycling,13116 Foothill Blvd,Sylmar,91342,06037,(818) 288-2774,"13116 Foothill Blvd Sylmar, CA 91342",34.2978912,-118.4204747
518,JD Recycling,14411 Victory Blvd,Van Nuys,91401,06037,(818) 288-2774,"14411 Victory Blvd Van Nuys, CA 91401",34.1869294,-118.4472068
519,Jen M Recycling,17051 E Avenue O,Palmdale,93591,06037,(661) 899-0189,"17051 E Avenue O Palmdale, CA 93591",34.6168358,-117.8265228
520,JJ Recycling 2,16129 Harbor Blvd,Fountain Valley,92708,06059,(714) 719-1777,"16129 Harbor Blvd Fountain Valley, CA 92708",33.7293037,-117.9210628
521,JM Recycling,3900 City Terrace Dr,Los Angeles,90063,06037,(323) 672-1206,"3900 City Terrace Dr Los Angeles, CA 90063",34.0554693,-118.1805538
522,JM Recycling,3808 Medford St,Los Angeles,90063,06037,(323) 672-1206,"3808 Medford St Los Angeles, CA 90063",34.0593301,-118.1848106
523,JMD Matias Corporation,8620 Orchard Ave,Los Angeles,90044,06037,(323) 307-1829,"8620 Orchard Ave Los Angeles, CA 90044",33.9592146,-118.2876517
524,JMD Matias Corporation,11428 S Main St,Los Angeles,90061,06037,(323) 307-1829,"11428 S Main St Los Angeles, CA 90061",33.9299165,-118.2735951
525,JMD Matias Corporation,11514 S Central Ave,Los Angeles,90044,06037,(323) 691-8732,"11514 S Central Ave Los Angeles, CA 90044",33.9297991,-118.2540339
526,Jr National Recycling,12830 S Figueroa St,Los Angeles,90061,06037,(323) 453-5275,"12830 S Figueroa St Los Angeles, CA 90061",33.9156040,-118.2822268
527,JV Recycling,15252 Parthenia St,North Hills,91343,06037,(818) 416-3890,"15252 Parthenia St North Hills, CA 91343",34.2281414,-118.4650908
528,JV Recycling,1824 E Palmdale Blvd,Palmdale,93550,06037,(818) 398-6845,"1824 E Palmdale Blvd Palmdale, CA 93550",34.5793671,-118.0953549
529,JV Recycling,2381 Tapo St,Simi Valley,93063,06037,(818) 398-6845,"2381 Tapo St Simi Valley, CA 93063",34.2781819,-118.7100656
530,JV Recycling,330 W Avenue P,Palmdale,93551,06037,(818) 960-5762,"330 W Avenue P Palmdale, CA 93551",34.6016844,-118.1347473
531,JV Recycling,20160 Roscoe Blvd,Winnetka,91306,06037,(818) 960-5762,"20160 Roscoe Blvd Winnetka, CA 91306",34.2197465,-118.5731420
532,JV Recycling,22117 Sierra Hwy,Sylmar,91342,06037,(818) 960-5762,"22117 Sierra Hwy Sylmar, CA 91342",34.3374530,-118.5044243
533,JV Recycling LLC,7636 San Fernando Rd,Sun Valley,91352,06037,(818) 960-5762,"7636 San Fernando Rd Sun Valley, CA 91352",34.2104551,-118.3551710
534,JV Recycling LLC,10040 Laurel Canyon Blvd,Pacoima,91343,06037,(818) 960-5762,"10040 Laurel Canyon Blvd Pacoima, CA 91343",34.2528314,-118.4254662
535,Kay-Met Recycling,19014 E San Jose Ave,Rowland Heights,91748,06037,(626) 913-9964,"19014 E San Jose Ave Rowland Heights, CA 91748",33.9984858,-117.8875724
536,L A Recycling,10455 Laurel Canyon Blvd,Pacoima,91352,06037,(818) 577-6368,"10455 Laurel Canyon Blvd Pacoima, CA 91352",34.2594058,-118.4340777
537,L A Recycling,8025 Vineland Ave,Sun Valley,91352,06037,(818) 577-6368,"8025 Vineland Ave Sun Valley, CA 91352",34.2164043,-118.3714726
538,Last Chance Inc dba A Star Recycling,7054 Laurel Canyon Blvd,North Hollywood,91605,06037,(818) 764-4337,"7054 Laurel Canyon Blvd North Hollywood, CA 91605",34.1992845,-118.3957130
539,Last Chance Inc/Cash 4 Scrap,7054 Laurel Canyon Blvd,North Hollywood,91605,06037,(818) 764-4337,"7054 Laurel Canyon Blvd North Hollywood, CA 91605",34.1992845,-118.3957130
540,Latinos Recycling,2329 Daly St,Lincoln Heights,90031,06037,(818) 726-2747,"2329 Daly St Lincoln Heights, CA 90031",34.0727791,-118.2157790
541,Laur Metals Co,910 S Euclid St,Anaheim,92802,06059,(323) 269-8326,"910 S Euclid St Anaheim, CA 92802",33.8196850,-117.9406554
542,Laur Metals Co,7300 Atlantic Ave,Cudahy,90201,06037,(323) 269-8326,"7300 Atlantic Ave Cudahy, CA 90201",33.9683915,-118.1865450
543,Laur Metals Co,831 N Hacienda Blvd,La Puente,91744,06037,(323) 266-1654,"831 N Hacienda Blvd La Puente, CA 91744",34.0345346,-117.9519013
544,Laur Metals Co,1601 N Vermont Ave,Los Angeles,90028,06037,(213) 240-5054,"1601 N Vermont Ave Los Angeles, CA 90028",34.1002656,-118.2927670
545,Laur Metals Co,825 N Virgil Ave,Los Angeles,90029,06037,(213) 240-5054,"825 N Virgil Ave Los Angeles, CA 90029",34.0864632,-118.2872077
546,Laur Metals Co,1954 N Durfee Ave,South El Monte,91733,06037,(213) 240-5054,"1954 N Durfee Ave South El Monte, CA 91733",34.0450220,-118.0299118
547,Laur Metals Co,9566 Garvey Ave,South El Monte,91733,06037,(322) 266-1654,"9566 Garvey Ave South El Monte, CA 91733",34.0625265,-118.0608042
548,Laur Metals Co,22106 S Main St,Carson,90745,06037,(213) 240-5054,"22106 S Main St Carson, CA 90745",33.8265315,-118.2763243
549,Leader Recycling,270 E Palmdale Blvd,Palmdale,93550,06037,(818) 217-7830,"270 E Palmdale Blvd Palmdale, CA 93550",34.5788160,-118.1252061
550,Leos Recycling Inc,12210 Foothill Blvd,Sylmar,91342,06037,(818) 767-1002,"12210 Foothill Blvd Sylmar, CA 91342",34.2810961,-118.4023753
551,Ley Recycling Center,4200 E Slauson Ave Unit B,Maywood,90270,06037,(323) 392-2175,"4200 E Slauson Ave Unit B Maywood, CA 90270",33.9877210,-118.1910638
552,Leyva Top Line Recycling Center,5674 Cherry Ave,Long Beach,90805,06037,(562) 984-7081,"5674 Cherry Ave Long Beach, CA 90805",33.8588315,-118.1681484
553,Leyva Top Line Recycling Center Inc,10917 S Alameda St,Los Angeles,90059,06037,,"10917 S Alameda St Los Angeles, CA 90059",33.9355640,-118.2269587
554,Lima Recycling Center La Puente,16023 Old Valley Blvd,La Puente,91744,06037,(626) 961-2233,"16023 Old Valley Blvd La Puente, CA 91744",34.0176650,-117.9504995
555,Lionheart Recycling,2802 E Avenue I,Lancaster,93535,06037,(661) 485-9626,"2802 E Avenue I Lancaster, CA 93535",34.7040974,-118.0791179
556,Lomeli Recycling Center,3976 E 1St St,Los Angeles,90063,06037,(323) 333-0074,"3976 E 1St St Los Angeles, CA 90063",34.0359371,-118.1792225
557,Lu Mar Industrial Metals Co Ltd,2120 N Alameda St,Compton,90222,06037,(323) 636-0156,"2120 N Alameda St Compton, CA 90222",33.9113251,-118.2218206
558,Lucky 7 Recycling,13307 Paramount Blvd,South Gate,90280,06037,(323) 443-7143,"13307 Paramount Blvd South Gate, CA 90280",33.9144794,-118.1595156
559,Manny's Recycling,45549 W Beech Ave,Lancaster,93534,06037,(661) 208-7778,"45549 W Beech Ave Lancaster, CA 93534",34.7107385,-118.1398354
560,Martin Recycling,16435 H Vanowen St,Van Nuys,91406,06037,(818) 262-3434,"16435 H Vanowen St Van Nuys, CA 91406",34.1941555,-118.4914600
561,Martines Recycling,7101 Canby Ave,Reseda,91335,06037,(818) 970-0113,"7101 Canby Ave Reseda, CA 91335",34.1994278,-118.5352017
562,Martinez East Ave I Recycling,849 E Avenue I,Lancaster,93535,06037,(661) 670-1102,"849 E Avenue I Lancaster, CA 93535",34.7044723,-118.1130989
563,Martinez Recycling,225 W Avenue H,Lancaster,93535,06037,(661) 480-8868,"225 W Avenue H Lancaster, CA 93535",34.7194192,-118.1335471
564,Martinez Recycling Center #2,5605 Gage Ave,Bell,90201,06037,(562) 663-9115,"5605 Gage Ave Bell, CA 90201",33.9758531,-118.1648820
565,Martinez Recycling Center #5,11046 S Atlantic Ave,Lynwood,90262,06037,(562) 663-9115,"11046 S Atlantic Ave Lynwood, CA 90262",33.9286533,-118.1840780
566,Martinez Recycling Center 1,3514 E 61St St,Huntington Park,90255,06037,(323) 588-5575,"3514 E 61St St Huntington Park, CA 90255",33.9850375,-118.2020993
567,Martinez Recycling Center 6,6300 Gage Ave,Bell Gardens,90201,06037,(323) 771-5065,"6300 Gage Ave Bell Gardens, CA 90201",33.9739637,-118.1500264
568,Maxi Kings Recycling Center,11021 Wilmington Ave,Los Angeles,90059,06037,(562) 382-0895,"11021 Wilmington Ave Los Angeles, CA 90059",33.9345076,-118.2392539
569,MayKat Recycling LLC,9417 Laurel Canyon Blvd,Arleta,91331,06037,(818) 279-4562,"9417 Laurel Canyon Blvd Arleta, CA 91331",34.2402439,-118.4128360
570,MD Recycling Center,7715 S San Pedro St,Los Angeles,90023,06037,(213) 245-5476,"7715 S San Pedro St Los Angeles, CA 90023",33.9692364,-118.2697128
571,Medford Recycling,127 E 23Rd St,Los Angeles,90011,06037,(818) 457-7599,"127 E 23Rd St Los Angeles, CA 90011",34.0270673,-118.2662197
572,Medford Recycling,19755 E Colima Rd,Rowland Heights,91748,06037,(818) 457-7599,"19755 E Colima Rd Rowland Heights, CA 91748",33.9869542,-117.8711650
573,Medford Recycling,3626 Medford St,Los Angeles,90063,06037,(818) 457-7599,"3626 Medford St Los Angeles, CA 90063",34.0597564,-118.1864514
574,Medford Recycling,915 W Foothill Blvd,Azusa,91702,06037,(818) 457-7599,"915 W Foothill Blvd Azusa, CA 91702",34.1340577,-117.9186681
575,Miguel Mendoza Recycling,15418 Parthenia St,North Hills,91343,06037,(818) 926-6478,"15418 Parthenia St North Hills, CA 91343",34.2281108,-118.4682778
576,Milton's Recycling Center,1383R N Citrus Ave,Covina,91722,06037,(323) 705-9271,"1383R N Citrus Ave Covina, CA 91722",34.1052977,-117.8917015
577,Milton's Recycling Center,6620 S Central Ave,Los Angeles,90001,06037,(323) 705-9277,"6620 S Central Ave Los Angeles, CA 90001",33.9796779,-118.2561791
578,Miltons Recycling Center,805 Philadelphia St,Pomona,91766,06037,(323) 705-9277,"805 Philadelphia St Pomona, CA 91766",34.0338513,-117.7401613
579,Miriam Recycling Center,1379 E 18Th St,Los Angeles,90021,06037,(323) 674-1780,"1379 E 18Th St Los Angeles, CA 90021",34.0240700,-118.2474230
580,Miriam Recycling Center,714 E 7Th St,Los Angeles,90021,06037,(323) 674-1780,"714 E 7Th St Los Angeles, CA 90021",34.0396689,-118.2455712
581,Modern Recycling,601 W Anaheim St,Wilmington,90744,06037,(310) 834-4667,"601 W Anaheim St Wilmington, CA 90744",33.7799013,-118.2690159
582,Money for Cans,2610F W Edinger Ave,Santa Ana,92704,06059,(949) 200-2046,"2610F W Edinger Ave Santa Ana, CA 92704",33.7268345,-117.9042830
583,National Recycling #1,19245 Saticoy St,Reseda,91335,06037,(888) 612-0899,"19245 Saticoy St Reseda, CA 91335",34.2087521,-118.5528274
584,National Recycling LLC,19245 Saticoy St,Reseda,91335,06037,(888) 612-0899,"19245 Saticoy St Reseda, CA 91335",34.2087521,-118.5528274
585,Neighborhood Recycling,8804 S Vermont Ave,Los Angeles,90044,06037,(217) 200-1788,"8804 S Vermont Ave Los Angeles, CA 90044",33.9577539,-118.2913825
586,New Horizon Salvage,11965 Branford St,Sun Valley,91352,06037,(818) 890-1233,"11965 Branford St Sun Valley, CA 91352",34.2553115,-118.3941262
587,New World Recycling Inc,3100 N Alameda St,Compton,90222-1403,06037,(818) 262-0110,"3100 N Alameda St Compton, CA 90222-1403",33.9198158,-118.2235888
588,Next Generation Recycling,3022 E Chapman Ave,Orange,92869,06059,(714) 931-5004,"3022 E Chapman Ave Orange, CA 92869",33.7873868,-117.8209633
589,Next Generation Recycling #2,27771 Center Dr,Mission Viejo,92692,06059,(714) 931-5004,"27771 Center Dr Mission Viejo, CA 92692",33.5586295,-117.6571353
590,Norwalk Recycling Center,10901 Imperial Hwy,Norwalk,90650,06037,(562) 262-9602,"10901 Imperial Hwy Norwalk, CA 90650",33.9181106,-118.1025053
591,NS Recycling,18502 S Normandie Ave,Los Angeles,90248,06037,(323) 540-1788,"18502 S Normandie Ave Los Angeles, CA 90248",33.8627919,-118.2988661
592,NS Recycling,13825 Amar Rd,La Puente,91746,06037,(323) 540-1788,"13825 Amar Rd La Puente, CA 91746",34.0539277,-117.9749177
593,NS Recycling Center,907 W Foothill Blvd,Upland,91786,06071,(323) 540-1788,"907 W Foothill Blvd Upland, CA 91786",34.1078590,-117.6629298
594,O C Recycling,1601 E Edinger Ave,Santa Ana,92705,06059,(714) 973-2267,"1601 E Edinger Ave Santa Ana, CA 92705",33.7269882,-117.8473810
595,Odelsi Recycling,11045 Glenoaks Blvd,Pacoima,91331,06037,(818) 919-8745,"11045 Glenoaks Blvd Pacoima, CA 91331",34.2702597,-118.4087129
596,One-Stop Recycling,7100 Stanford Ave,Los Angeles,90001,06037,(323) 778-8177,"7100 Stanford Ave Los Angeles, CA 90001",33.9753170,-118.2627761
597,Ontiveros Recycling Center,312 W Rosecrans Ave,Compton,90222,06037,(323) 519-6185,"312 W Rosecrans Ave Compton, CA 90222",33.9030628,-118.2279577
598,Orange Conservation Corps,16122 Construction Cir E,Irvine,92606,06059,(949) 857-0231,"16122 Construction Cir E Irvine, CA 92606",33.6956108,-117.8185496
599,Padilla Recycling,1768 E 43Rd St,Los Angeles,90058,06037,(323) 317-0217,"1768 E 43Rd St Los Angeles, CA 90058",34.0045535,-118.2414810
600,Palmdale Recycling,38022 Sierra Hwy,Palmdale,93550,06037,(661) 273-4825,"38022 Sierra Hwy Palmdale, CA 93550",34.5732870,-118.1152853
601,Parking Lot Market,3218 S Central Ave,Los Angeles,90011,06037,(310) 384-2521,"3218 S Central Ave Los Angeles, CA 90011",34.0141614,-118.2563225
602,PB4 Recycling,2125 E 90Th St,Los Angeles,90002,06037,(323) 896-6129,"2125 E 90Th St Los Angeles, CA 90002",33.9553861,-118.2335992
603,PCH Recycling Center 2,1522 N Indiana St,Los Angeles,90063,06037,(323) 593-8874,"1522 N Indiana St Los Angeles, CA 90063",34.0583926,-118.1922416
604,Pedritos Recycling,8804 S Figueroa St,Los Angeles,90003,06037,(323) 971-8287,"8804 S Figueroa St Los Angeles, CA 90003",33.9571700,-118.2823090
605,Pereira Recycling Center,3026 Frazier St,Baldwin Park,91706,06037,(323) 548-7951,"3026 Frazier St Baldwin Park, CA 91706",34.0671333,-117.9898330
606,Pereira Recycling Center #2,3511 S Normandie Ave,Los Angeles,90007,06037,(323) 548-7951,"3511 S Normandie Ave Los Angeles, CA 90007",34.0241900,-118.3004100
607,Perspective Recycling,857 W 95Th St,Los Angeles,90044,06037,(323) 613-5021,"857 W 95Th St Los Angeles, CA 90044",33.9504181,-118.2913391
608,Pomona Recycling,1600 E Holt Ave,Pomona,91767,06037,(818) 523-8778,"1600 E Holt Ave Pomona, CA 91767",34.0621733,-117.7188354
609,Pomona Scrap Metal,1432 E 1St St,Pomona,91766,06037,(909) 623-1373,"1432 E 1St St Pomona, CA 91766",34.0590501,-117.7276071
610,Ponce Recycling,11660 Firestone Blvd,Norwalk,90650,06037,(323) 533-4862,"11660 Firestone Blvd Norwalk, CA 90650",33.9134252,-118.0848565
611,Ponce Recycling,123 E Lomita Blvd,Carson,90745,06037,(323) 533-4862,"123 E Lomita Blvd Carson, CA 90745",33.7996813,-118.2746800
612,Ponce Recycling,6040 Venice Blvd,Los Angeles,90034,06037,(323) 533-4862,"6040 Venice Blvd Los Angeles, CA 90034",34.0367894,-118.3744583
613,Ponce Recycling,650 E Carson St,Carson,90745,06037,(323) 533-4862,"650 E Carson St Carson, CA 90745",33.8315690,-118.2648494
614,Ponce Recycling,17305 Valley Blvd,La Puente,91744,06037,(323) 533-4862,"17305 Valley Blvd La Puente, CA 91744",34.0100993,-117.9266677
615,Ponce Recycling,1098 N State College Blvd,Anaheim,92806,06059,(323) 533-4862,"1098 N State College Blvd Anaheim, CA 92806",33.8487572,-117.8889025
616,Ponce Recycling,1101 Huntington Dr,Arcadia,91007,06037,(323) 533-4862,"1101 Huntington Dr Arcadia, CA 91007",34.1313151,-118.0660405
617,Ponce Recycling,10801 Prairie Ave,Inglewood,90303,06037,(323) 533-4862,"10801 Prairie Ave Inglewood, CA 90303",33.9375756,-118.3455356
618,Ponce Recycling,2291 W Malvern Ave,Fullerton,92833,06059,(323) 533-4862,"2291 W Malvern Ave Fullerton, CA 92833",33.8785517,-117.9659952
619,Ponce Recycling,1040 E Bastanchury Rd,Fullerton,92835,06059,(323) 533-4862,"1040 E Bastanchury Rd Fullerton, CA 92835",33.8982987,-117.9110777
620,Ponce Recycling,1645 W Holt Ave,Pomona,91768,06037,(323) 533-4862,"1645 W Holt Ave Pomona, CA 91768",34.0624890,-117.7782800
621,Ponce Recycling,710 N Rose Dr,Placentia,92870,06059,(714) 794-7542,"710 N Rose Dr Placentia, CA 92870",33.8776308,-117.8418624
622,Ponce Recycling,638 Camino De Los Mares,San Clemente,92673,06059,(714) 794-7542,"638 Camino De Los Mares San Clemente, CA 92673",33.4580519,-117.6527485
623,Ponce Recycling,1500 N Moorpark Rd,Thousand Oaks,91360,06111,(818) 531-5654,"1500 N Moorpark Rd Thousand Oaks, CA 91360",34.1979119,-118.8671444
624,Ponce Recycling,1100 N San Fernando Blvd,Burbank,91504,06037,(818) 531-5654,"1100 N San Fernando Blvd Burbank, CA 91504",34.1890070,-118.3182129
625,Ponce Recycling,25104 Marguerite Pkwy,Mission Viejo,92675,06059,(714) 794-7542,"25104 Marguerite Pkwy Mission Viejo, CA 92675",33.5974134,-117.6564103
626,Ponce Recycling,14400 Culver Dr,Irvine,92604,06059,(714) 794-7542,"14400 Culver Dr Irvine, CA 92604",33.7062732,-117.7856659
